,Unnamed: 0,songname,count,songid
148702,148702,Police & Thieves,11,s3513
148733,148733,Policy Of Truth,18,s3514
148769,148769,Politik,22,s3515
148797,148797,Polly,25,s3516
148872,148872,Polythene Pam,10,s3517
148994,148994,Poor Leno,23,s3518
149012,149012,Poor Little Rich Boy,10,s3519
149052,149052,Pop,10,s3520
149098,149098,Pop Song 2006,10,s3521
149239,149239,Porcelain,28,s3522
149250,149250,Porch,11,s3523
149302,149302,Pornography,13,s3524
149347,149347,Portions For Foxes,10,s3525
149434,149434,Positive Tension,23,s3526
149465,149465,Possession,12,s3527
149484,149484,Possibly Maybe,15,s3528
149494,149494,Post Blue,12,s3529
149537,149537,Postcard Of A Painting,12,s3530
149544,149544,Postcards From Italy,17,s3531
149549,149549,Poster Of A Girl,16,s3532
149691,149691,Power,14,s3533
149835,149835,Prairie Fire That Wanders About,12,s3534
149875,149875,Pray,14,s3535
149896,149896,Prayer,23,s3536
149962,149962,Precious,24,s3537
149987,149987,Precious Things,11,s3538
150044,150044,Prelude,28,s3539
150288,150288,Pressed In A Book,14,s3540
150290,150290,Pressure,23,s3541
150301,150301,Pressure Point,12,s3542
150334,150334,Pretending,10,s3543
150340,150340,Pretty,12,s3544
150457,150457,Pretty Vacant,16,s3545
150491,150491,Price Of Gas,15,s3546
150493,150493,Price Of Gasoline,10,s3547
150511,150511,"Prickly Thorn, But Sweetly Worn",11,s3548
150512,150512,Pride,18,s3549
150514,150514,Pride (In The Name Of Love),15,s3550
150554,150554,Primary,10,s3551
150592,150592,Primitive,11,s3552
150647,150647,Princess,14,s3553
150702,150702,Prison Sex,12,s3554
150705,150705,Prison Song,12,s3555
150835,150835,Problems,14,s3556
150847,150847,Processed Beats,21,s3557
150849,150849,Procession,14,s3558
150995,150995,Prologue,25,s3559
151023,151023,Promiscuous,11,s3560
151030,151030,Promise,32,s3561
151039,151039,Promise Me,10,s3562
151049,151049,Promised Land,14,s3563
151055,151055,Promises,27,s3564
151083,151083,Propaganda,13,s3565
151104,151104,Prophecy,14,s3566
151173,151173,Protection,19,s3567
151209,151209,Proud Mary,13,s3568
151229,151229,Prove Yourself,14,s3569
151236,151236,Providence,19,s3570
151366,151366,Psycho,21,s3571
151385,151385,Psycho Killer,13,s3572
151403,151403,Psychobabble,11,s3573
151498,151498,Public Pervert,19,s3574
151502,151502,Public Service Announcement,14,s3575
151569,151569,Pulk/Pull Revolving Doors,15,s3576
151584,151584,Pull Out,11,s3577
151588,151588,Pull Shapes,11,s3578
151602,151602,Pull Up The People,11,s3579
151634,151634,Pulse,10,s3580
151665,151665,Pump It,12,s3581
151667,151667,Pump It Up,13,s3582
151705,151705,Pumpkin Soup,12,s3583
151753,151753,Punk,14,s3584
151849,151849,Pure,15,s3585
151876,151876,Pure Morning,26,s3586
151936,151936,Purple,12,s3587
151946,151946,Purple Haze,29,s3588
151965,151965,Purple Rain,17,s3589
151991,151991,Push,22,s3590
152008,152008,Push It,20,s3591
152093,152093,Pussy,11,s3592
152248,152248,Put Your Records On,11,s3593
152264,152264,Puttin' On The Ritz,11,s3594
152298,152298,Pyramid Song,21,s3595
152572,152572,Quedate Luna,10,s3596
152589,152589,Queen Bitch,10,s3597
152598,152598,Queen Of Apology,11,s3598
152669,152669,Queer,12,s3599
152699,152699,Quelqu'Un M'A Dit,11,s3600
152738,152738,Question!,15,s3601
152751,152751,Questions,11,s3602
152770,152770,Quick And To The Pointless,10,s3603
152786,152786,Quicksand,20,s3604
152814,152814,Quiet,18,s3605
152829,152829,Quiet Houses,14,s3606
153085,153085,Rabbit In Your Headlights,14,s3607
153183,153183,Radar,12,s3608
153199,153199,Radian,11,s3609
153220,153220,Radio,27,s3610
153333,153333,Radio Song,10,s3611
153351,153351,Radio War,10,s3612
153358,153358,Radio/Video,14,s3613
153364,153364,Radioactivity,10,s3614
153439,153439,Rag And Bone,11,s3615
153502,153502,Ragged Wood,17,s3616
153517,153517,Ragoo,10,s3617
153568,153568,Rain,52,s3618
153611,153611,Rain King,11,s3619
153649,153649,Rainbow,18,s3620
153690,153690,Rainbowarriors,10,s3621
153789,153789,Raise Me Up,12,s3622
153917,153917,Ramblin' Man,22,s3623
153970,153970,Random,12,s3624
154061,154061,Rape Me,26,s3625
154110,154110,Rapture,22,s3626
154221,154221,Rats,14,s3627
154341,154341,Raw,17,s3628
154361,154361,Raw Power,13,s3629
154366,154366,Raw Sugar,10,s3630
154444,154444,Razorblade,16,s3631
154490,154490,Re-Hash,13,s3632
154522,154522,Re: Stacks,10,s3633
154583,154583,Read My Mind,20,s3634
154620,154620,Ready For Love,10,s3635
154626,154626,Ready For The Floor,14,s3636
154650,154650,Ready Or Not,11,s3637
154668,154668,Ready To Die,10,s3638
154693,154693,Readymade,20,s3639
154741,154741,Real Life,13,s3640
154751,154751,Real Love,17,s3641
154805,154805,Real World,11,s3642
154813,154813,Reality,11,s3643
154879,154879,Reason,10,s3644
154887,154887,Reason Is Treason,20,s3645
154945,154945,Rebel Rebel,20,s3646
154964,154964,Rebellion (Lies),28,s3647
154977,154977,Rebirth,11,s3648
155018,155018,Recess,12,s3649
155041,155041,Reckless,11,s3650
155049,155049,Reckoner,25,s3651
155137,155137,Recurring,10,s3652
155145,155145,Recycled Air,18,s3653
155148,155148,Red,20,s3654
155217,155217,Red Dress,10,s3655
155220,155220,Red Dust,16,s3656
155229,155229,Red Eyes And Tears,10,s3657
155234,155234,Red Flags And Long Nights,11,s3658
155255,155255,Red House,15,s3659
155272,155272,Red Light,20,s3660
155280,155280,Red Light Indicates Doors Are Secured,18,s3661
155295,155295,Red Morning Light,10,s3662
155316,155316,Red Rain,18,s3663
155425,155425,Redemption,12,s3664
155433,155433,Redemption Song,10,s3665
155446,155446,Redhead Girl,10,s3666
155491,155491,Reel Around The Fountain,13,s3667
155530,155530,Reflection,14,s3668
155537,155537,Reflections,18,s3669
155655,155655,Regret,22,s3670
155683,155683,Rehab,28,s3671
155759,155759,"Reise, Reise",10,s3672
155828,155828,Relax,13,s3673
155858,155858,Release,21,s3674
155874,155874,Release The Pressure,10,s3675
155947,155947,Remain,12,s3676
155975,155975,Remember,39,s3677
155994,155994,Remember Me,29,s3678
156058,156058,Remembrance,12,s3679
156067,156067,Remind Me,20,s3680
156124,156124,Remote Control,13,s3681
156187,156187,Renegades Of Funk,10,s3682
156257,156257,Replica,13,s3683
156281,156281,Reprise,21,s3684
156293,156293,Reptile,10,s3685
156298,156298,Reptilia,23,s3686
156315,156315,Requiem,33,s3687
156387,156387,Rescue,14,s3688
156389,156389,Rescue Me,17,s3689
156421,156421,Resist,11,s3690
156438,156438,Resolution,16,s3691
156448,156448,Resolve,12,s3692
156463,156463,Respect,16,s3693
156505,156505,Rest My Chemistry,11,s3694
156507,156507,Rest Of My Life,11,s3695
156526,156526,Restless,13,s3696
156538,156538,Restless Sinner,10,s3697
156566,156566,Resurrection,15,s3698
156589,156589,Retaliation,10,s3699
156624,156624,Retreat,10,s3700
156722,156722,Return To Innocence,11,s3701
156732,156732,Return To Oz,11,s3702
156764,156764,Reunion,16,s3703
156793,156793,Revelation,15,s3704
156805,156805,Revelations,14,s3705
156812,156812,Revenga,16,s3706
156813,156813,Revenge,15,s3707
156874,156874,Revolution,35,s3708
156886,156886,Revolution 909,11,s3709
156920,156920,Revolver,17,s3710
156933,156933,Rewind,14,s3711
156985,156985,Rhineland (Heartland),12,s3712
157104,157104,Rich,18,s3713
157114,157114,Rich Girl,14,s3714
157200,157200,Ride,26,s3715
157203,157203,Ride A White Horse,18,s3716
157292,157292,Riders On The Storm,21,s3717
157432,157432,Right Here Right Now,10,s3718
157439,157439,"Right Here, Right Now",10,s3719
157447,157447,Right In Two,11,s3720
157453,157453,Right Now,18,s3721
157510,157510,Right Where It Belongs,15,s3722
157583,157583,Ring Of Fire,21,s3723
157618,157618,Ringing Bells,10,s3724
157650,157650,Rio,15,s3725
157669,157669,Riot,20,s3726
157698,157698,Riot Van,19,s3727
157709,157709,Rip It Up,14,s3728
157735,157735,Ripcord,15,s3729
157775,157775,Rise,38,s3730
157794,157794,Rise And Fall,11,s3731
157861,157861,Risingson,19,s3732
157933,157933,River,21,s3733
157954,157954,River Man,10,s3734
158075,158075,Road To Joy,12,s3735
158078,158078,Road To Nowhere,20,s3736
158089,158089,Road To Ruin,10,s3737
158092,158092,Road To Somewhere,10,s3738
158102,158102,Road Trippin',14,s3739
158109,158109,Roadhouse Blues,11,s3740
158118,158118,Roads,37,s3741
158215,158215,Robot,14,s3742
158230,158230,Robot Rock,17,s3743
158299,158299,Rock & Roll Queen,11,s3744
158314,158314,Rock 'N' Roll,10,s3745
158350,158350,Rock 'N' Roll Star,12,s3746
158352,158352,Rock 'N' Roll Suicide,21,s3747
158365,158365,Rock And Roll,22,s3748
158430,158430,Rock Classics,13,s3749
158455,158455,Rock Is Dead,16,s3750
158479,158479,Rock Me Amadeus,10,s3751
158489,158489,Rock Music,13,s3752
158516,158516,Rock Of Ages,12,s3753
158519,158519,Rock On,10,s3754
158535,158535,Rock Show,13,s3755
158554,158554,Rock The Casbah,20,s3756
158564,158564,Rock The House,11,s3757
158597,158597,Rock With You,11,s3758
158695,158695,Rocket,18,s3759
158823,158823,Rockstar,12,s3760
158909,158909,Roland,15,s3761
158955,158955,Roll Over Beethoven,12,s3762
158980,158980,Roll With It,17,s3763
158998,158998,Rollercoaster,23,s3764
159086,159086,Romance,24,s3765
159117,159117,Romantic Rights,12,s3766
159139,159139,Rome Wasn'T Built In A Day,10,s3767
159140,159140,Romeo,15,s3768
159146,159146,Romeo And Juliet,16,s3769
159260,159260,Rooster,10,s3770
159275,159275,Rootless Tree,11,s3771
159341,159341,Rose,26,s3772
159397,159397,Rosenrot,10,s3773
159401,159401,Roses,24,s3774
159416,159416,Rosetta Stoned,11,s3775
159524,159524,Rough Gem,10,s3776
159542,159542,Roulette,12,s3777
159546,159546,Round,11,s3778
159560,159560,Round And Round,11,s3779
159591,159591,Route 66,11,s3780
159619,159619,Roxanne,15,s3781
159671,159671,Roygbiv,10,s3782
159763,159763,Ruby,21,s3783
159784,159784,Ruby Tuesday,13,s3784
159824,159824,Rudie Can'T Fail,15,s3785
159899,159899,Ruin,10,s3786
159912,159912,Ruiner,11,s3787
159945,159945,Ruled By Secrecy,21,s3788
160003,160003,Run,51,s3789
160022,160022,Run Away,10,s3790
160028,160028,Run Baby Run,12,s3791
160049,160049,Run For Your Life,10,s3792
160068,160068,Run Like Hell,13,s3793
160091,160091,Run Run Run,10,s3794
160120,160120,Run To The Hills,13,s3795
160155,160155,Runaway,40,s3796
160213,160213,Running,16,s3797
160219,160219,Running Away,12,s3798
160223,160223,Running Battle,14,s3799
160273,160273,Running Out Of Time,14,s3800
160292,160292,Running Up That Hill,22,s3801
160324,160324,Rush,22,s3802
160394,160394,Rusted Guns Of Milan,13,s3803
160404,160404,Rusty Cage,13,s3804
160442,160442,Rx Queen,10,s3805
160616,160616,S.O.S.,22,s3806
160722,160722,Sabotage,21,s3807
160730,160730,Sabrosa,10,s3808
160779,160779,Sacrifice,23,s3809
160814,160814,Sad But True,20,s3810
160827,160827,Sad Eyes,14,s3811
160875,160875,Sad Song,15,s3812
160884,160884,Sad Statue,12,s3813
160923,160923,Sadie,13,s3814
160957,160957,Safe,19,s3815
160969,160969,Safe From Harm,15,s3816
161068,161068,Sahara,10,s3817
161102,161102,Sail Away,18,s3818
161115,161115,Sail To The Moon,16,s3819
161139,161139,Sailor Song,10,s3820
161173,161173,Saint Simon,17,s3821
161306,161306,Sally,12,s3822
161435,161435,Salvation,28,s3823
161472,161472,Sam'S Town,20,s3824
161531,161531,Same,11,s3825
161553,161553,Same Jeans,10,s3826
161653,161653,Samson,17,s3827
161690,161690,San Francisco,15,s3828
161733,161733,Sanctified,11,s3829
161739,161739,Sanctuary,25,s3830
161812,161812,Sandstorm,10,s3831
161822,161822,Sandy,10,s3832
161882,161882,Santa Baby,10,s3833
161895,161895,Santa Claus Is Coming To Town,14,s3834
161989,161989,Sarah,20,s3835
162095,162095,Satan Said Dance,10,s3836
162126,162126,Satellite,36,s3837
162131,162131,Satellite Anthem Icarus,10,s3838
162147,162147,Satellites,14,s3839
162168,162168,Satin Chic,16,s3840
162173,162173,Satin In A Coffin,14,s3841
162179,162179,Satisfaction,27,s3842
162223,162223,Saturate,10,s3843
162228,162228,Saturday,18,s3844
162249,162249,Saturday Morning,11,s3845
162251,162251,Saturday Night,25,s3846
162293,162293,Saturdays,18,s3847
162369,162369,Save A Prayer,10,s3848
162376,162376,Save Me,44,s3849
162425,162425,Save Tonight,13,s3850
162480,162480,Saving Us,10,s3851
162483,162483,Savior,19,s3852
162487,162487,Saviour,12,s3853
162537,162537,Say,10,s3854
162556,162556,Say Goodbye,19,s3855
162580,162580,Say Hello To The Angels,16,s3856
162598,162598,Say It Ain'T So,19,s3857
162608,162608,Say It Right,21,s3858
162660,162660,Say Yes,13,s3859
162728,162728,Scar Tissue,24,s3860
162737,162737,Scarecrow,16,s3861
162745,162745,Scared Of Girls,10,s3862
162779,162779,Scars,11,s3863
162811,162811,Scatterbrain,15,s3864
162871,162871,Scenic World,12,s3865
162880,162880,Scentless Apprentice,13,s3866
162957,162957,Schism,15,s3867
163032,163032,School,15,s3868
163155,163155,Science,19,s3869
163205,163205,Scoff,10,s3870
163255,163255,Scott,10,s3871
163326,163326,Scream,24,s3872
163386,163386,Screenager,15,s3873
163428,163428,Scuba (Amon Tobin Remix),10,s3874
163535,163535,Sea Lion Woman,11,s3875
163548,163548,Sea Of Love,20,s3876
163571,163571,Sea Song,15,s3877
163588,163588,Seagull,11,s3878
163600,163600,Seal Jubilee,10,s3879
163638,163638,Search And Destroy,26,s3880
163664,163664,Searching,12,s3881
163696,163696,Seaside,21,s3882
163726,163726,Seasons,14,s3883
163843,163843,Second To None,12,s3884
163856,163856,Seconds,14,s3885
163867,163867,Secret,22,s3886
163895,163895,Secret Garden,20,s3887
163897,163897,Secret Heart,11,s3888
163969,163969,Secrets,25,s3889
164154,164154,See The World,20,s3890
164159,164159,See Through Head,10,s3891
164174,164174,See You,18,s3892
164218,164218,Seed,11,s3893
164257,164257,Seek & Destroy,19,s3894
164348,164348,Sehnsucht,18,s3895
164691,164691,Send Me An Angel,12,s3896
165005,165005,Serenade,14,s3897
165028,165028,Serenity,10,s3898
165058,165058,Serial Thrilla,10,s3899
165065,165065,Serious,20,s3900
165120,165120,Serve The Servants,13,s3901
165167,165167,Set It Off,24,s3902
165180,165180,Set Me Free,14,s3903
165196,165196,Set The Controls For The Heart Of The Sun,12,s3904
165228,165228,Set Yourself On Fire,10,s3905
165246,165246,Setting Sun,17,s3906
165281,165281,Seven,29,s3907
165299,165299,Seven Days,12,s3908
165326,165326,Seven Months,18,s3909
165329,165329,Seven Nation Army,33,s3910
165342,165342,Seven Seas,10,s3911
165388,165388,Seventeen,27,s3912
165402,165402,Seventeen Years,10,s3913
165468,165468,Sewn,12,s3914
165474,165474,Sex,16,s3915
165547,165547,Sex On Fire,11,s3916
165633,165633,Sexual Healing,11,s3917
165648,165648,Sexx Laws,11,s3918
165658,165658,Sexy Boy,24,s3919
165704,165704,Sexy Results,13,s3920
165708,165708,Sexy Sadie,10,s3921
165719,165719,Sexyback,16,s3922
165756,165756,Sgt. Pepper'S Lonely Hearts Club Band,17,s3923
165810,165810,Shadow,18,s3924
165880,165880,Shadowplay,27,s3925
165885,165885,Shadows,22,s3926
165989,165989,Shake It,11,s3927
166000,166000,Shake It Off,10,s3928
166033,166033,Shake The Disease,12,s3929
166102,166102,Shakermaker,12,s3930
166106,166106,Shakespeare'S Sister,15,s3931
166144,166144,Shallow,13,s3932
166183,166183,Shame,26,s3933
166214,166214,Shampoo Suicide,13,s3934
166273,166273,Shape Of My Heart,10,s3935
166359,166359,Shattered,19,s3936
166398,166398,She,33,s3937
166409,166409,She Bangs The Drums,14,s3938
166524,166524,She Has No Time,15,s3939
166591,166591,She Looks To Me,11,s3940
166598,166598,"She Loves Me, She Loves Me Not",10,s3941
166602,166602,She Loves You,10,s3942
166620,166620,She Moves In Her Own Way,16,s3943
166647,166647,She Said,16,s3944
166654,166654,She Said She Said,10,s3945
166662,166662,She Says,10,s3946
166738,166738,She Will Be Loved,14,s3947
166771,166771,She'S A Lady,13,s3948
166780,166780,She'S A Rainbow,10,s3949
166781,166781,She'S A Rebel,15,s3950
166838,166838,She'S Electric,16,s3951
166850,166850,She'S Gone,15,s3952
166856,166856,She'S Good For Business,11,s3953
166886,166886,She'S Having A Baby,13,s3954
166887,166887,She'S Hearing Voices,25,s3955
166912,166912,She'S Like Heroin,12,s3956
166918,166918,She'S Lost Control,24,s3957
166936,166936,She'S My Baby,14,s3958
166973,166973,She'S Only 18,14,s3959
166982,166982,She'S So,17,s3960
167004,167004,She'S The One,20,s3961
167052,167052,Sheena Is A Punk Rocker,12,s3962
167082,167082,Sheila,12,s3963
167084,167084,Sheila Take A Bow,17,s3964
167106,167106,Shelter,16,s3965
167141,167141,Sherbet Head,10,s3966
167163,167163,Shh,15,s3967
167227,167227,Shimmer,14,s3968
167234,167234,Shimmy,11,s3969
167262,167262,Shine,42,s3970
167272,167272,Shine A Light,18,s3971
167283,167283,Shine On,16,s3972
167379,167379,Ship Of Fools,11,s3973
167492,167492,Shiver,30,s3974
167623,167623,Shoot The Runner,14,s3975
167643,167643,Shooting Star,21,s3976
167663,167663,Shoplifters Of The World Unite,15,s3977
167700,167700,Short Circuit,12,s3978
167805,167805,Should I Stay Or Should I Go,20,s3979
167841,167841,Shout,18,s3980
167916,167916,Show Me,16,s3981
167923,167923,Show Me How To Live,13,s3982
167987,167987,Showbiz,15,s3983
167993,167993,Showdown,12,s3984
168019,168019,Showtime,11,s3985
168072,168072,Shuffle Your Feet,10,s3986
168110,168110,Shut Up,25,s3987
168123,168123,Shut Up And Let Me Go,14,s3988
168141,168141,Shut Your Eyes,18,s3989
168144,168144,Shut Your Mouth,11,s3990
168162,168162,Shy,10,s3991
168263,168263,Sick,14,s3992
168274,168274,Sick And Tired,14,s3993
168381,168381,Side Of The Road,14,s3994
168556,168556,Signal And Sign,13,s3995
168596,168596,Signs,14,s3996
168639,168639,Silence,44,s3997
168690,168690,Silent All These Years,14,s3998
168742,168742,Silent Night,21,s3999
168764,168764,Silent Shout,22,s4000
168865,168865,Silver,26,s4001
168901,168901,Silver Lining,13,s4002
168921,168921,Silver Rocket,10,s4003
169072,169072,Simple Man,15,s4004
169090,169090,Simple Things,16,s4005
169142,169142,Sin,23,s4006
169197,169197,Since I'Ve Been Loving You,15,s4007
169272,169272,Sing,31,s4008
169294,169294,Sing For Absolution,25,s4009
169309,169309,Sing It Back,14,s4010
169321,169321,Sing Me Spanish Techno,11,s4011
169402,169402,Single,14,s4012
169546,169546,Siren,10,s4013
169550,169550,Siren Song,11,s4014
169585,169585,Sister,25,s4015
169679,169679,Sit Down,10,s4016
169689,169689,Sit Down. Stand Up. (Snakes & Ladders.),12,s4017
169756,169756,"Sitting, Waiting, Wishing",15,s4018
169769,169769,Situations,11,s4019
169778,169778,Six,11,s4020
169793,169793,Six Days At The Bottom Of The Ocean,10,s4021
169839,169839,Six Shooter,13,s4022
169873,169873,Sixteen,22,s4023
170022,170022,Skeleton Key,10,s4024
170088,170088,Skin,15,s4025
170106,170106,Skin On Skin,15,s4026
170156,170156,Skip Divided,17,s4027
170303,170303,Sky Starts Falling,10,s4028
170434,170434,Slave,11,s4029
170460,170460,Slave To The Wage,12,s4030
170496,170496,Sleep,44,s4031
170503,170503,Sleep Alone,15,s4032
170514,170514,Sleep Deprivation,10,s4033
170517,170517,Sleep Don'T Weep,10,s4034
170553,170553,Sleep To Dream,10,s4035
170559,170559,Sleep Tonight,10,s4036
